Molecule,Frequency,Intensity,
H2O,1464,3.02E-19,
H2O,1465,3.88E-19,
H2O,1466,5.02E-20,
H2O,1467,4.17E-19,
H2O,1468,2.51E-19,
H2O,1469,7.34E-20,
H2O,1470,8.13E-20,
H2O,1471,2.62E-19,
H2O,1472,4.01E-19,
H2O,1473,2.74E-20,
H2O,1474,7.55E-19,
H2O,1475,7.39E-20,
H2O,1476,5.19E-19,
H2O,1477,1.39E-19,
H2O,1478,2.08E-19,
H2O,1479,1.21E-20,
H2O,1480,9.84E-20,
H2O,1481,2.72E-19,
H2O,1482,1.75E-19,
H2O,1483,5.81E-20,
H2O,1484,9.10E-20,
H2O,1485,1.07E-19,
H2O,1486,3.77E-19,
H2O,1487,2.65E-19,
H2O,1488,1.28E-19,
H2O,1489,5.13E-19,
H2O,1490,3.58E-19,
H2O,1491,4.51E-19,
H2O,1492,2.91E-20,
H2O,1493,2.47E-20,
H2O,1494,2.67E-20,
H2O,1495,2.97E-19,
H2O,1496,8.48E-19,
H2O,1497,2.98E-20,
H2O,1498,1.03E-19,
H2O,1499,3.20E-19,
H2O,1500,5.08E-20,
H2O,1501,1.82E-19,
H2O,1502,6.37E-19,
H2O,1503,1.32E-20,
H2O,1504,3.44E-20,
H2O,1505,1.74E-19,
H2O,1506,6.93E-19,
H2O,1507,1.20E-18,
H2O,1508,9.98E-19,
H2O,1509,1.95E-19,
H2O,1510,1.60E-18,
H2O,1511,5.05E-19,
H2O,1512,9.59E-19,
H2O,1513,1.58E-20,
H2O,1514,2.48E-20,
H2O,1515,6.08E-19,
H2O,1516,7.33E-19,
H2O,1517,6.55E-19,
H2O,1518,8.58E-20,
H2O,1519,1.62E-19,
H2O,1520,5.64E-19,
H2O,1521,9.94E-19,
H2O,1522,8.02E-20,
H2O,1523,2.00E-19,
H2O,1524,1.21E-19,
H2O,1525,3.68E-19,
H2O,1526,2.75E-19,
H2O,1527,5.51E-19,
H2O,1528,4.60E-20,
H2O,1529,2.56E-19,
H2O,1530,1.37E-20,
H2O,1531,3.48E-20,
H2O,1532,4.34E-19,
H2O,1533,1.78E-19,
H2O,1534,3.06E-19,
H2O,1535,5.46E-19,
H2O,1536,2.84E-20,
H2O,1537,2.71E-19,
H2O,1538,9.04E-20,
H2O,1539,6.00E-19,
H2O,1540,3.04E-19,
H2O,1541,1.33E-20,
H2O,1542,6.54E-19,
H2O,1543,3.35E-19,
H2O,1544,4.44E-19,
H2O,1545,6.75E-19,
H2O,1546,3.10E-19,
H2O,1547,9.56E-21,
H2O,1548,2.15E-20,
H2O,1549,1.65E-20,
H2O,1550,8.24E-19,
H2O,1551,5.99E-21,
H2O,1552,1.61E-20,
H2O,1553,2.68E-20,
H2O,1554,6.87E-19,
H2O,1555,1.82E-20,
H2O,1556,2.66E-20,
H2O,1557,9.45E-20,
H2O,1558,1.29E-19,
H2O,1559,4.93E-19,
H2O,1560,7.40E-19,
H2O,1561,1.43E-20,
H2O,1562,1.14E-20,
H2O,1563,7.62E-21,
H2O,1564,6.53E-21,
H2O,1565,6.02E-20,
H2O,1566,3.37E-20,
H2O,1567,2.43E-20,
H2O,1568,2.95E-20,
H2O,1569,4.44E-20,
H2O,1570,1.53E-19,
H2O,1571,7.39E-21,
H2O,1572,1.58E-21,
H2O,1573,1.41E-20,
H2O,1574,2.43E-20,
H2O,1575,2.48E-21,
H2O,1576,3.38E-19,
H2O,1577,1.46E-20,
H2O,1578,3.20E-20,
H2O,1579,8.15E-21,
H2O,1580,1.74E-21,
H2O,1581,5.82E-21,
H2O,1582,7.75E-21,
H2O,1583,7.97E-20,
H2O,1584,2.01E-20,
H2O,1585,5.03E-21,
H2O,1586,7.39E-21,
H2O,1587,1.90E-20,
H2O,1588,3.32E-21,
H2O,1589,3.62E-21,
H2O,1590,4.92E-20,
H2O,1591,6.59E-22,
H2O,1592,3.32E-20,
H2O,1593,1.27E-20,
H2O,1594,1.62E-20,
H2O,1595,1.51E-20,
H2O,1596,1.84E-20,
H2O,1597,2.28E-20,
H2O,1598,3.91E-21,
H2O,1599,3.14E-20,
H2O,1600,3.32E-21,
H2O,1601,4.55E-20,
H2O,1602,1.28E-20,
H2O,1603,1.17E-19,
H2O,1604,3.97E-21,
H2O,1605,3.38E-21,
H2O,1606,1.49E-20,
H2O,1607,2.55E-20,
H2O,1608,2.20E-20,
H2O,1609,4.22E-20,
H2O,1610,2.22E-21,
H2O,1611,1.59E-20,
H2O,1612,8.93E-20,
H2O,1613,3.99E-20,
H2O,1614,2.51E-21,
H2O,1615,3.56E-20,
H2O,1616,4.48E-21,
H2O,1617,2.94E-19,
H2O,1618,4.15E-21,
H2O,1619,8.24E-20,
H2O,1620,1.16E-19,
H2O,1621,3.53E-20,
H2O,1622,3.15E-20,
H2O,1623,2.96E-20,
H2O,1624,1.42E-19,
H2O,1625,2.14E-20,
H2O,1626,1.23E-19,
H2O,1627,2.13E-20,
H2O,1628,5.76E-20,
H2O,1629,1.39E-21,
H2O,1630,3.87E-21,
H2O,1631,2.31E-21,
H2O,1632,2.46E-21,
H2O,1633,9.91E-21,
H2O,1634,1.07E-20,
H2O,1635,1.14E-19,
H2O,1636,3.92E-19,
H2O,1637,8.41E-21,
H2O,1638,1.02E-19,
H2O,1639,3.41E-20,
H2O,1640,3.83E-20,
H2O,1641,2.22E-21,
H2O,1642,2.66E-20,
H2O,1643,4.05E-20,
H2O,1644,1.91E-21,
H2O,1645,5.78E-20,
H2O,1646,3.45E-19,
H2O,1647,1.47E-19,
H2O,1648,8.33E-20,
H2O,1649,7.61E-21,
H2O,1650,1.49E-19,
H2O,1651,1.44E-20,
H2O,1652,4.12E-19,
H2O,1653,4.15E-19,
H2O,1654,3.17E-20,
H2O,1655,4.35E-19,
H2O,1656,1.59E-20,
H2O,1657,2.37E-19,
H2O,1658,8.18E-20,
H2O,1659,2.10E-20,
H2O,1660,1.29E-19,
H2O,1661,4.07E-20,
H2O,1662,8.15E-21,
H2O,1663,1.42E-19,
H2O,1664,2.31E-20,
H2O,1665,6.62E-20,
H2O,1666,7.87E-21,
H2O,1667,4.82E-21,
H2O,1668,1.18E-19,
H2O,1669,2.47E-19,
H2O,1670,3.82E-21,
H2O,1671,9.58E-20,
H2O,1672,6.84E-20,
H2O,1673,2.24E-20,
H2O,1674,2.12E-20,
H2O,1675,2.33E-19,
H2O,1676,3.13E-19,
H2O,1677,7.06E-20,
H2O,1678,7.41E-21,
H2O,1679,2.46E-20,
H2O,1680,4.04E-19,
H2O,1681,2.32E-19,
H2O,1682,3.86E-20,
H2O,1683,1.85E-19,
H2O,1684,2.97E-19,
H2O,1685,5.52E-19,
H2O,1686,6.11E-21,
H2O,1687,2.67E-20,
H2O,1688,3.04E-19,
H2O,1689,2.67E-20,
H2O,1690,1.10E-19,
H2O,1691,4.18E-20,
H2O,1692,2.36E-20,
H2O,1693,4.81E-20,
H2O,1694,5.65E-20,
H2O,1695,1.32E-19,
H2O,1696,8.89E-19,
H2O,1697,2.23E-21,
H2O,1698,1.27E-19,
H2O,1699,7.35E-20,
H2O,1700,4.02E-19,
H2O,1701,3.79E-19,
H2O,1702,1.73E-20,
H2O,1703,2.18E-19,
H2O,1704,2.10E-19,
H2O,1705,3.40E-20,
H2O,1706,1.28E-19,
H2O,1707,7.12E-20,
H2O,1708,4.49E-21,
H2O,1709,5.69E-20,
H2O,1710,1.43E-19,
H2O,1711,4.69E-20,
H2O,1712,5.13E-20,
H2O,1713,6.18E-20,
H2O,1714,1.99E-19,
H2O,1715,4.62E-19,
H2O,1716,2.41E-19,
H2O,1717,7.47E-19,
H2O,1718,1.03E-19,
H2O,1719,2.61E-19,
H2O,1720,2.73E-20,
H2O,1721,5.54E-21,
H2O,1722,6.36E-20,
H2O,1723,2.20E-19,
H2O,1724,4.09E-20,
H2O,1725,1.47E-20,
H2O,1726,7.68E-20,
H2O,1727,1.47E-20,
H2O,1728,1.10E-20,
H2O,1729,8.39E-20,
H2O,1730,3.45E-19,
H2O,1731,2.61E-19,
H2O,1732,3.25E-20,
H2O,1733,8.05E-19,
H2O,1734,2.85E-19,
H2O,1735,3.86E-19,
H2O,1736,2.17E-21,
H2O,1737,5.54E-21,
H2O,1738,1.00E-19,
H2O,1739,1.02E-19,
H2O,1740,1.40E-19,
H2O,1741,1.81E-20,
H2O,1742,2.79E-20,
H2O,1743,1.75E-19,
H2O,1744,2.36E-19,
H2O,1745,1.29E-19,
H2O,1746,7.12E-20,
H2O,1747,1.14E-19,
H2O,1748,3.09E-19,
H2O,1749,2.51E-19,
H2O,1750,7.87E-20,
H2O,1751,1.11E-18,
H2O,1752,9.16E-20,
H2O,1753,4.72E-20,
H2O,1754,4.18E-20,
H2O,1755,6.21E-21,
H2O,1756,2.59E-20,
H2O,1757,3.98E-19,
H2O,1758,7.80E-20,
H2O,1759,1.77E-19,
H2O,1760,1.48E-20,
H2O,1761,1.05E-19,
H2O,1762,4.59E-19,
H2O,1763,1.04E-20,
H2O,1764,2.38E-20,
H2O,1765,2.39E-19,
H2O,1766,2.21E-20,
H2O,1767,4.03E-20,
H2O,1768,1.12E-18,
H2O,1769,6.35E-20,
H2O,1770,4.81E-20,
H2O,1771,1.31E-19,
H2O,1772,1.74E-20,
H2O,1773,2.64E-19,
H2O,1774,3.88E-21,
H2O,1775,1.43E-20,
H2O,1776,1.62E-19,
H2O,1777,1.79E-20,
H2O,1778,1.40E-19,
H2O,1779,1.94E-19,
H2O,1780,1.24E-20,
H2O,1781,4.04E-19,
H2O,1782,8.41E-20,
H2O,1783,5.48E-21,
H2O,1784,1.46E-20,
H2O,1785,9.23E-19,
H2O,1786,2.61E-20,
H2O,1787,5.29E-21,
H2O,1788,3.88E-20,
H2O,1789,1.53E-20,
H2O,1790,1.17E-19,
H2O,1791,4.13E-19,
H2O,1792,4.79E-20,
H2O,1793,3.20E-19,
H2O,1794,1.32E-20,
H2O,1795,1.12E-19,
H2O,1796,1.75E-19,
H2O,1797,2.45E-19,
H2O,1798,2.25E-20,
H2O,1799,8.26E-20,
H2O,1800,8.61E-20,
H2O,1801,7.89E-19,
H2O,1802,4.58E-19,
H2O,1803,4.76E-20,
H2O,1804,1.60E-20,
H2O,1805,2.34E-20,
H2O,1806,3.23E-20,
H2O,1807,2.60E-20,
H2O,1808,1.72E-19,
H2O,1809,5.21E-20,
H2O,1810,1.10E-19,
H2O,1811,1.26E-19,
H2O,1812,1.81E-19,
H2O,1813,1.65E-19,
H2O,1814,1.77E-20,
H2O,1815,5.00E-20,
H2O,1816,3.39E-20,
H2O,1817,7.04E-19,
H2O,1818,2.79E-20,
H2O,1819,6.66E-21,
H2O,1820,1.41E-20,
H2O,1821,3.32E-20,
H2O,1822,2.20E-20,
H2O,1823,1.40E-19,
H2O,1824,1.26E-20,
H2O,1825,5.77E-19,
H2O,1826,2.29E-20,
H2O,1827,2.24E-21,
H2O,1828,1.44E-20,
H2O,1829,1.50E-19,
H2O,1830,2.06E-19,
H2O,1831,4.23E-21,
H2O,1832,1.14E-19,
H2O,1833,5.78E-19,
H2O,1834,3.53E-20,
H2O,1835,2.46E-20,
H2O,1836,6.57E-21,
H2O,1837,7.84E-20,
H2O,1838,1.24E-20,
H2O,1839,9.20E-20,
H2O,1840,1.74E-20,
H2O,1841,2.72E-20,
H2O,1842,4.02E-19,
H2O,1843,1.14E-19,
H2O,1844,4.22E-19,
H2O,1845,6.72E-20,
H2O,1846,1.48E-19,
H2O,1847,1.57E-20,
H2O,1848,2.21E-19,
H2O,1849,4.35E-19,
H2O,1850,8.69E-20,
H2O,1851,5.51E-20,
H2O,1852,1.97E-20,
H2O,1853,4.11E-21,
H2O,1854,1.53E-20,
H2O,1855,3.88E-20,
H2O,1856,3.15E-20,
H2O,1857,1.76E-20,
H2O,1858,1.20E-20,
H2O,1859,1.22E-19,
H2O,1860,7.35E-20,
H2O,1861,9.14E-20,
H2O,1862,2.81E-19,
H2O,1863,2.67E-20,
H2O,1864,3.91E-19,
H2O,1865,3.75E-21,
H2O,1866,5.87E-20,
H2O,1867,1.50E-21,
H2O,1868,8.13E-20,
H2O,1869,4.30E-19,
H2O,1870,1.01E-20,
H2O,1871,1.87E-19,
H2O,1872,1.34E-20,
H2O,1873,4.66E-21,
H2O,1874,3.88E-20,
H2O,1875,1.16E-20,
H2O,1876,8.74E-21,
H2O,1877,9.24E-21,
H2O,1878,3.25E-21,
H2O,1879,4.97E-19,
H2O,1880,7.65E-20,
H2O,1881,4.55E-21,
H2O,1882,4.43E-21,
H2O,1883,1.71E-20,
H2O,1884,1.16E-20,
H2O,1885,1.32E-19,
H2O,1886,3.31E-22,
H2O,1887,1.79E-20,
H2O,1888,4.56E-20,
H2O,1889,3.21E-20,
H2O,1890,1.90E-19,
H2O,1891,5.18E-21,
H2O,1892,3.47E-20,
H2O,1893,5.16E-20,
H2O,1894,2.15E-19,
H2O,1895,1.40E-19,
H2O,1896,6.20E-20,
H2O,1897,5.77E-20,
H2O,1898,1.78E-19,
H2O,1899,2.80E-20,
H2O,1900,6.27E-21,
H2O,1901,1.59E-21,
H2O,1902,1.48E-19,
H2O,1903,1.06E-20,
H2O,1904,3.11E-20,
H2O,1905,2.20E-21,
H2O,1906,3.38E-20,
H2O,1907,1.30E-20,
H2O,1908,1.87E-19,
H2O,1909,1.45E-20,
H2O,1910,6.44E-20,
H2O,1911,3.44E-21,
H2O,1912,2.55E-21,
H2O,1913,2.47E-20,
H2O,1914,7.68E-21,
H2O,1915,2.89E-19,
H2O,1916,3.76E-21,
H2O,1917,3.29E-20,
H2O,1918,2.49E-19,
H2O,1919,4.57E-20,
H2O,1920,4.02E-20,
H2O,1921,5.56E-20,
H2O,1922,2.05E-19,
H2O,1923,1.29E-19,
H2O,1924,1.03E-20,
H2O,1925,3.01E-20,
H2O,1926,3.10E-21,
H2O,1927,2.09E-21,
H2O,1928,5.84E-20,
H2O,1929,2.00E-20,
H2O,1930,1.20E-20,
H2O,1931,1.01E-20,
H2O,1932,1.76E-20,
H2O,1933,1.57E-19,
H2O,1934,1.16E-20,
H2O,1935,3.51E-20,
H2O,1936,6.31E-20,
H2O,1937,2.31E-20,
H2O,1938,9.21E-20,
H2O,1939,1.34E-20,
H2O,1940,8.74E-21,
H2O,1941,4.53E-21,
H2O,1942,9.96E-20,
H2O,1943,2.22E-19,
H2O,1944,3.62E-20,
H2O,1945,5.84E-20,
H2O,1946,2.94E-20,
H2O,1947,7.94E-21,
H2O,1948,2.82E-21,
H2O,1949,4.60E-20,
H2O,1950,1.35E-19,
H2O,1951,1.46E-20,
H2O,1952,2.45E-21,
H2O,1953,2.45E-21,
H2O,1954,1.63E-21,
H2O,1955,9.86E-20,
H2O,1956,7.22E-21,
H2O,1957,5.89E-20,
H2O,1958,7.15E-20,
H2O,1959,5.24E-21,
H2O,1960,3.46E-21,
H2O,1961,1.39E-20,
H2O,1962,8.05E-21,
H2O,1963,2.97E-20,
H2O,1964,5.18E-21,
H2O,1965,4.12E-21,
H2O,1966,4.37E-20,
H2O,1967,1.93E-19,
H2O,1968,2.01E-20,
H2O,1969,1.94E-20,
H2O,1970,3.25E-20,
H2O,1971,2.20E-21,
H2O,1972,3.24E-21,
H2O,1973,4.94E-21,
H2O,1974,2.10E-21,
H2O,1975,7.02E-20,
H2O,1976,2.23E-20,
H2O,1977,1.62E-20,
H2O,1978,7.37E-21,
H2O,1979,2.82E-21,
H2O,1980,4.54E-21,
H2O,1981,6.18E-20,
H2O,1982,5.00E-20,
H2O,1983,1.50E-21,
H2O,1984,7.34E-21,
H2O,1985,4.25E-20,
H2O,1986,4.58E-21,
H2O,1987,5.71E-21,
H2O,1988,9.55E-20,
H2O,1989,1.33E-20,
H2O,1990,1.63E-20,
H2O,1991,1.56E-21,
H2O,1992,2.21E-19,
H2O,1993,5.76E-20,
H2O,1994,4.62E-20,
H2O,1995,1.87E-20,
H2O,1996,4.08E-21,
H2O,1997,1.30E-20,
H2O,1998,8.49E-22,
H2O,1999,1.25E-20,
H2O,2000,9.46E-21,
H2O,2001,3.12E-20,
H2O,2002,3.50E-20,
H2O,2003,3.25E-21,
H2O,2004,6.83E-21,
H2O,2005,1.05E-20,
H2O,2006,2.01E-21,
H2O,2007,4.96E-21,
H2O,2008,2.77E-20,
H2O,2009,3.16E-21,
H2O,2010,7.16E-22,
H2O,2011,7.20E-21,
H2O,2012,3.92E-20,
H2O,2013,8.90E-21,
H2O,2014,2.75E-20,
H2O,2015,6.40E-21,
H2O,2016,4.73E-21,
H2O,2017,1.29E-19,
H2O,2018,8.97E-20,
H2O,2019,2.15E-20,
H2O,2020,1.62E-20,
H2O,2021,4.12E-21,
H2O,2022,1.58E-21,
H2O,2023,5.84E-20,
H2O,2024,4.66E-21,
H2O,2025,2.96E-21,
H2O,2026,3.54E-20,
H2O,2027,2.34E-20,
H2O,2028,1.25E-20,
H2O,2029,6.43E-21,
H2O,2030,2.41E-20,
H2O,2031,2.81E-21,
H2O,2032,8.21E-21,
H2O,2033,1.98E-22,
H2O,2034,2.06E-20,
H2O,2035,1.16E-20,
H2O,2036,1.90E-21,
H2O,2037,4.28E-21,
H2O,2038,9.75E-21,
H2O,2039,2.60E-21,
H2O,2040,6.29E-21,
H2O,2041,1.05E-19,
H2O,2042,3.92E-20,
H2O,2043,6.41E-21,
H2O,2044,1.06E-20,
H2O,2045,9.28E-22,
H2O,2046,4.43E-21,
H2O,2047,2.55E-20,
H2O,2048,1.74E-20,
H2O,2049,2.90E-21,
H2O,2050,1.30E-20,
H2O,2051,2.10E-20,
H2O,2052,3.49E-20,
H2O,2053,3.22E-21,
H2O,2054,6.39E-21,
H2O,2055,2.09E-21,
H2O,2056,6.49E-21,
H2O,2057,7.93E-21,
H2O,2058,3.78E-21,
H2O,2059,4.95E-21,
H2O,2060,6.28E-21,
H2O,2061,5.82E-21,
H2O,2062,2.70E-21,
H2O,2063,9.32E-21,
H2O,2064,5.97E-22,
H2O,2065,1.13E-19,
H2O,2066,7.69E-20,
H2O,2067,9.38E-21,
H2O,2068,8.94E-21,
H2O,2069,8.86E-21,
H2O,2070,1.05E-21,
H2O,2071,1.61E-21,
H2O,2072,1.02E-20,
H2O,2073,2.97E-21,
H2O,2074,7.43E-21,
H2O,2075,4.80E-21,
H2O,2076,8.14E-21,
H2O,2077,1.52E-20,
H2O,2078,1.82E-20,
H2O,2079,3.10E-20,
H2O,2080,3.38E-21,
H2O,2081,1.74E-21,
H2O,2082,3.82E-21,
H2O,2083,5.69E-21,
H2O,2084,1.24E-21,
H2O,2085,2.36E-21,
H2O,2086,4.40E-21,
H2O,2087,5.20E-20,
H2O,2088,1.76E-21,
H2O,2089,9.26E-22,
H2O,2090,1.07E-19,
H2O,2091,3.87E-21,
H2O,2092,1.16E-20,
H2O,2093,9.85E-21,
H2O,2094,6.37E-21,
H2O,2095,1.19E-20,
H2O,2096,2.28E-21,
H2O,2097,1.12E-20,
H2O,2098,5.57E-21,
H2O,2099,9.51E-22,
H2O,2100,9.06E-21,
H2O,2101,8.99E-22,
H2O,2102,8.43E-22,
H2O,2103,2.58E-21,
H2O,2104,1.43E-20,
H2O,2105,5.09E-21,
H2O,2106,2.39E-21,
H2O,2107,1.45E-21,
H2O,2108,1.06E-20,
H2O,2109,3.43E-21,
H2O,2110,2.68E-21,
H2O,2111,1.83E-21,
H2O,2112,2.52E-21,
H2O,2113,3.56E-22,
H2O,2114,3.53E-20,
H2O,2115,5.83E-20,
H2O,2116,1.13E-20,
H2O,2117,1.64E-21,
H2O,2118,2.72E-21,
H2O,2119,3.42E-21,
H2O,2120,3.31E-21,
H2O,2121,1.16E-21,
H2O,2122,1.45E-20,
H2O,2123,1.18E-20,
H2O,2124,2.55E-20,
H2O,2125,1.46E-21,
H2O,2126,2.37E-21,
H2O,2127,5.81E-22,
H2O,2128,1.08E-20,
H2O,2129,2.58E-21,
H2O,2130,4.28E-21,
H2O,2131,3.57E-22,
H2O,2132,4.27E-21,
H2O,2133,8.99E-22,
H2O,2134,5.35E-22,
H2O,2135,3.32E-21,
H2O,2136,5.33E-20,
H2O,2137,1.03E-20,
H2O,2138,1.67E-21,
H2O,2139,4.05E-20,
H2O,2140,9.86E-21,
H2O,2141,2.46E-21,
H2O,2142,3.55E-21,
H2O,2143,3.78E-22,
H2O,2144,3.96E-22,
H2O,2145,1.85E-20,
H2O,2146,4.15E-21,
H2O,2147,5.19E-21,
H2O,2148,6.01E-21,
H2O,2149,5.42E-21,
H2O,2150,3.09E-21,
H2O,2151,7.57E-21,
H2O,2152,8.47E-21,
H2O,2153,1.05E-20,
H2O,2154,2.92E-21,
H2O,2155,4.06E-21,
H2O,2156,3.75E-21,
H2O,2157,4.46E-21,
H2O,2158,2.78E-21,
H2O,2159,1.97E-21,
H2O,2160,1.68E-21,
H2O,2161,9.10E-21,
H2O,2162,3.73E-20,
H2O,2163,2.95E-20,
H2O,2164,4.79E-22,
H2O,2165,2.30E-21,
H2O,2166,1.41E-21,
H2O,2167,1.42E-20,
H2O,2168,2.00E-21,
H2O,2169,4.08E-22,
H2O,2170,1.62E-21,
H2O,2171,3.31E-21,
H2O,2172,4.41E-21,
H2O,2173,2.54E-21,
H2O,2174,5.27E-22,
H2O,2175,3.68E-21,
H2O,2176,1.78E-21,
H2O,2177,9.64E-21,
H2O,2178,2.85E-22,
H2O,2179,1.67E-21,
H2O,2180,1.13E-21,
H2O,2181,3.04E-21,
H2O,2182,2.09E-22,
H2O,2183,1.21E-21,
H2O,2184,1.09E-21,
H2O,2185,1.60E-20,
H2O,2186,5.97E-22,
H2O,2187,3.29E-20,
H2O,2188,1.87E-21,
H2O,2189,4.21E-21,
H2O,2190,2.13E-21,
H2O,2191,1.89E-21,
H2O,2192,8.44E-22,
H2O,2193,2.36E-21,
H2O,2194,1.59E-21,
H2O,2195,1.67E-21,
H2O,2196,5.34E-22,
H2O,2197,1.23E-21,
H2O,2198,3.11E-21,
H2O,2199,5.03E-21,
H2O,2200,2.09E-21,
H2O,2201,2.00E-21,
H2O,2202,4.41E-21,
H2O,2203,1.23E-21,
H2O,2204,7.41E-22,
H2O,2205,2.35E-20,
H2O,2206,7.72E-21,
H2O,2207,5.26E-21,
H2O,2208,2.71E-21,
H2O,2209,3.20E-21,
H2O,2210,1.01E-20,
H2O,2211,6.11E-22,
H2O,2212,2.31E-20,
H2O,2213,1.51E-21,
H2O,2214,3.01E-21,
H2O,2215,7.22E-22,
H2O,2216,3.68E-21,
H2O,2217,1.73E-21,
H2O,2218,6.34E-22,
H2O,2219,7.69E-21,
H2O,2220,1.38E-21,
H2O,2221,2.73E-21,
H2O,2222,4.74E-21,
H2O,2223,2.85E-21,
H2O,2224,7.60E-21,
H2O,2225,2.32E-21,
H2O,2226,5.17E-21,
H2O,2227,6.63E-21,
H2O,2228,2.03E-21,
H2O,2229,2.53E-22,
H2O,2230,2.17E-21,
H2O,2231,1.59E-20,
H2O,2232,6.37E-22,
H2O,2233,3.99E-21,
H2O,2234,3.49E-22,
H2O,2235,5.31E-21,
H2O,2236,1.46E-20,
H2O,2237,7.20E-22,
H2O,2238,9.11E-21,
H2O,2239,6.17E-21,
H2O,2240,2.34E-21,
H2O,2241,4.97E-22,
H2O,2242,9.72E-22,
H2O,2243,6.09E-21,
H2O,2244,3.20E-21,
H2O,2245,1.25E-21,
H2O,2246,1.97E-21,
H2O,2247,5.21E-21,
H2O,2248,3.58E-21,
H2O,2249,2.81E-21,
H2O,2250,4.02E-21,
H2O,2251,5.47E-21,
H2O,2252,5.94E-21,
H2O,2253,3.35E-21,
H2O,2254,3.81E-21,
H2O,2255,1.34E-20,
H2O,2256,1.06E-21,
H2O,2257,1.76E-20,
H2O,2258,5.78E-21,
H2O,2259,1.08E-20,
H2O,2260,2.00E-21,
H2O,2261,5.55E-21,
H2O,2262,2.14E-21,
H2O,2263,7.55E-22,
H2O,2264,2.46E-21,
H2O,2265,9.74E-22,
H2O,2266,5.41E-22,
H2O,2267,8.84E-22,
H2O,2268,1.85E-21,
H2O,2269,3.31E-21,
H2O,2270,3.97E-21,
H2O,2271,1.06E-21,
H2O,2272,1.46E-20,
H2O,2273,6.41E-21,
H2O,2274,5.92E-21,
H2O,2275,9.93E-21,
H2O,2276,3.20E-21,
H2O,2277,2.27E-21,
H2O,2278,5.80E-21,
H2O,2279,1.36E-21,
H2O,2280,2.36E-21,
H2O,2281,5.52E-21,
H2O,2282,1.26E-20,
H2O,2283,1.64E-21,
H2O,2284,1.92E-21,
H2O,2285,2.91E-21,
H2O,2286,3.38E-21,
H2O,2287,2.69E-21,
H2O,2288,2.89E-22,
H2O,2289,1.44E-21,
H2O,2290,1.44E-20,
H2O,2291,7.88E-21,
H2O,2292,3.37E-21,
H2O,2293,1.27E-21,
H2O,2294,3.36E-21,
H2O,2295,1.75E-21,
H2O,2296,4.91E-22,
H2O,2297,1.11E-20,
H2O,2298,7.69E-21,
H2O,2299,1.24E-21,
H2O,2300,2.69E-21,
H2O,2301,6.25E-21,
H2O,2302,4.17E-21,
H2O,2303,2.64E-21,
H2O,2304,4.79E-21,
H2O,2305,2.13E-21,
H2O,2306,9.88E-21,
H2O,2307,1.06E-20,
H2O,2308,2.92E-21,
H2O,2309,2.51E-21,
H2O,2310,1.27E-21,
H2O,2311,8.51E-22,
H2O,2312,2.66E-21,
H2O,2313,1.34E-21,
H2O,2314,6.70E-22,
H2O,2315,9.89E-21,
H2O,2316,2.05E-21,
H2O,2317,4.81E-21,
H2O,2318,1.86E-21,
H2O,2319,4.20E-21,
H2O,2320,3.42E-21,
H2O,2321,2.18E-21,
H2O,2322,1.44E-21,
H2O,2323,7.36E-21,
H2O,2324,1.39E-20,
H2O,2325,1.99E-21,
H2O,2326,1.53E-21,
H2O,2327,2.48E-21,
H2O,2328,2.58E-21,
H2O,2329,1.22E-20,
H2O,2330,3.32E-22,
H2O,2331,1.06E-21,
H2O,2332,5.58E-21,
H2O,2333,1.63E-21,
H2O,2334,1.48E-21,
H2O,2335,5.28E-21,
H2O,2336,2.23E-21,
H2O,2337,4.10E-21,
H2O,2338,9.18E-22,
H2O,2339,1.04E-20,
H2O,2340,8.12E-21,
H2O,2341,1.85E-21,
H2O,2342,7.74E-22,
H2O,2343,2.89E-21,
H2O,2344,3.02E-21,
H2O,2345,1.07E-21,
H2O,2346,4.91E-22,
H2O,2347,1.51E-21,
H2O,2348,2.41E-21,
H2O,2349,6.62E-21,
H2O,2350,2.03E-21,
H2O,2351,6.52E-21,
H2O,2352,5.26E-21,
H2O,2353,4.27E-21,
H2O,2354,2.80E-21,
H2O,2355,2.50E-21,
H2O,2356,4.34E-21,
H2O,2357,8.34E-21,
H2O,2358,2.01E-21,
H2O,2359,2.41E-21,
H2O,2360,1.45E-21,
H2O,2361,8.78E-22,
H2O,2362,3.13E-21,
H2O,2363,1.17E-21,
H2O,2364,1.35E-21,
H2O,2365,4.80E-21,
H2O,2366,7.44E-22,
H2O,2367,4.87E-22,
H2O,2368,4.28E-21,
H2O,2369,4.82E-21,
H2O,2370,1.60E-21,
H2O,2371,2.71E-21,
H2O,2372,1.44E-21,
H2O,2373,1.10E-20,
H2O,2374,2.11E-21,
H2O,2375,9.58E-22,
H2O,2376,5.55E-22,
H2O,2377,1.68E-21,
H2O,2378,4.70E-21,
H2O,2379,2.25E-21,
H2O,2380,8.24E-22,
H2O,2381,1.84E-21,
H2O,2382,9.26E-22,
H2O,2383,4.91E-22,
H2O,2384,6.55E-22,
H2O,2385,1.94E-21,
H2O,2386,7.80E-22,
H2O,2387,2.88E-21,
H2O,2388,2.96E-21,
H2O,2389,3.37E-21,
H2O,2390,6.58E-21,
H2O,2391,3.70E-21,
H2O,2392,2.12E-22,
H2O,2393,9.80E-22,
H2O,2394,1.43E-21,
H2O,2395,2.63E-21,
